Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Uttarakhand, 31-03-2022, M, 2.08, 1631256.00, 27.27
Uttarakhand, 30-04-2022, M, 5.53, 1915518.00, 33.13
Uttarakhand, 31-05-2022, M, 2.13, 1796788.00, 29.94
Uttarakhand, 30-06-2022, M, 11.36, 1749122.00, 32.12
Uttarakhand, 31-12-2022, M, 4.40, 1891354.00, 31.82
Uttarakhand, 31-01-2023, M, 2.27, 1774104.00, 29.14
Uttarakhand, 28-02-2023, M, 2.68, 2055276.00, 33.84
West Bengal, 31-01-2016, M, 8.30, 22075472.00, 48.57
West Bengal, 29-02-2016, M, 4.66, 21471002.00, 45.35
West Bengal, 31-03-2016, M, 8.40, 21405797.00, 46.96
West Bengal, 30-04-2016, M, 7.64, 21089931.00, 45.80
West Bengal, 31-05-2016, M, 5.64, 22359938.00, 47.42
West Bengal, 30-06-2016, M, 5.72, 20823298.00, 44.12
West Bengal, 31-07-2016, M, 8.17, 21126808.00, 45.86
West Bengal, 31-08-2016, M, 6.41, 22080987.00, 46.93
West Bengal, 30-09-2016, M, 7.74, 23690379.00, 50.97
West Bengal, 31-10-2016, M, 4.07, 22053746.00, 45.54
West Bengal, 30-11-2016, M, 7.92, 21312030.00, 45.76
West Bengal, 31-12-2016, M, 5.48, 22049104.00, 46.02
West Bengal, 31-01-2017, M, 5.75, 22887232.00, 47.81
West Bengal, 28-02-2017, M, 4.18, 22306933.00, 45.75
West Bengal, 31-03-2017, M, 6.90, 21696106.00, 45.70
West Bengal, 30-04-2017, M, 4.75, 22540227.00, 46.31
West Bengal, 31-05-2017, M, 4.67, 23554388.00, 48.26
West Bengal, 30-06-2017, M, 4.14, 23015128.00, 46.80
West Bengal, 31-07-2017, M, 6.71, 21847440.00, 45.55
West Bengal, 31-08-2017, M, 4.55, 22455769.00, 45.67
West Bengal, 30-09-2017, M, 6.24, 22305161.00, 46.08
West Bengal, 31-10-2017, M, 5.08, 23412291.00, 47.68
West Bengal, 30-11-2017, M, 5.95, 22561441.00, 46.28
West Bengal, 31-12-2017, M, 4.48, 23349724.00, 47.06
West Bengal, 31-01-2018, M, 7.87, 22219046.00, 46.33
West Bengal, 28-02-2018, M, 8.79, 23869814.00, 50.19
West Bengal, 31-03-2018, M, 8.72, 22389479.00, 46.94
West Bengal, 30-04-2018, M, 5.63, 22899228.00, 46.34
West Bengal, 31-05-2018, M, 7.33, 22622121.00, 46.52
West Bengal, 30-06-2018, M, 7.56, 24109126.00, 49.60
West Bengal, 31-07-2018, M, 6.21, 23719522.00, 48.00
West Bengal, 31-08-2018, M, 4.80, 23036472.00, 45.83
West Bengal, 30-09-2018, M, 6.37, 22959228.00, 46.35
West Bengal, 31-10-2018, M, 6.27, 24343879.00, 48.99
West Bengal, 30-11-2018, M, 5.73, 24083524.00, 48.09
West Bengal, 31-12-2018, M, 5.38, 23436809.00, 46.53
West Bengal, 31-01-2019, M, 6.70, 23418234.00, 47.06
West Bengal, 28-02-2019, M, 5.99, 24664811.00, 49.09
West Bengal, 31-03-2019, M, 5.54, 25033573.00, 49.49
West Bengal, 30-04-2019, M, 6.51, 24167841.00, 48.18
West Bengal, 31-05-2019, M, 6.02, 23452891.00, 46.41
West Bengal, 30-06-2019, M, 5.85, 25543479.00, 50.36
West Bengal, 31-07-2019, M, 5.62, 24857801.00, 48.78
West Bengal, 31-08-2019, M, 5.58, 24924839.00, 48.79
West Bengal, 30-09-2019, M, 5.81, 24623902.00, 48.22
West Bengal, 31-10-2019, M, 6.78, 24353011.00, 48.09
West Bengal, 30-11-2019, M, 5.83, 25630349.00, 50.00
West Bengal, 31-12-2019, M, 5.79, 24906236.00, 48.47
West Bengal, 31-01-2020, M, 6.79, 24612171.00, 48.30
West Bengal, 29-02-2020, M, 3.78, 26093009.00, 49.51
West Bengal, 31-03-2020, M, 7.02, 25097812.00, 49.18
West Bengal, 30-04-2020, M, 18.32, 17639370.00, 39.27
West Bengal, 31-05-2020, M, 18.43, 19115772.00, 42.53
West Bengal, 30-06-2020, M, 5.96, 21532156.00, 41.47
West Bengal, 31-07-2020, M, 4.40, 25839438.00, 48.85
West Bengal, 31-08-2020, M, 13.13, 23276167.00, 48.32
West Bengal, 30-09-2020, M, 8.00, 25355088.00, 49.60
West Bengal, 31-10-2020, M, 10.48, 23913470.00, 47.98
West Bengal, 30-11-2020, M, 12.38, 23159145.00, 47.38
West Bengal, 31-12-2020, M, 5.52, 25277052.00, 47.85
West Bengal, 31-01-2021, M, 4.83, 25877979.00, 48.54
West Bengal, 28-02-2021, M, 6.35, 26281435.00, 50.00
West Bengal, 31-03-2021, M, 7.68, 25044372.00, 48.23
West Bengal, 30-04-2021, M, 7.49, 23876542.00, 45.80
West Bengal, 31-05-2021, M, 21.81, 18987650.00, 43.00
West Bengal, 30-06-2021, M, 25.56, 19779606.00, 46.95
West Bengal, 31-07-2021, M, 6.59, 24573809.00, 46.39
West Bengal, 31-08-2021, M, 6.62, 24494680.00, 46.16
West Bengal, 30-09-2021, M, 6.59, 25210093.00, 47.40
West Bengal, 31-10-2021, M, 5.60, 25424790.00, 47.20
West Bengal, 30-11-2021, M, 5.93, 25006196.00, 46.49
West Bengal, 31-12-2021, M, 6.80, 24215396.00, 45.35
West Bengal, 31-01-2022, M, 5.82, 25640434.00, 47.42
West Bengal, 28-02-2022, M, 6.54, 25330389.00, 47.12
West Bengal, 31-03-2022, M, 5.06, 24580354.00, 44.92
West Bengal, 30-04-2022, M, 5.26, 24548458.00, 44.86
West Bengal, 31-05-2022, M, 4.90, 26151243.00, 47.52
West Bengal, 30-06-2022, M, 4.41, 25888772.00, 46.70
West Bengal, 31-07-2022, M, 5.31, 24954929.00, 45.35
West Bengal, 31-08-2022, M, 6.81, 24780660.00, 45.67
West Bengal, 30-09-2022, M, 1.41, 25776852.00, 44.81
West Bengal, 31-10-2022, M, 5.31, 25458605.00, 45.98
West Bengal, 30-11-2022, M, 4.18, 25468259.00, 45.37
West Bengal, 31-12-2022, M, 4.82, 25855858.00, 46.27
West Bengal, 31-01-2023, M, 4.03, 25170407.00, 44.58
West Bengal, 28-02-2023, M, 3.40, 26065819.00, 45.78
India, 31-01-2016, M, 7.92, 281897063.00, 49.01
India, 29-02-2016, M, 7.55, 275622533.00, 47.65
India, 31-03-2016, M, 7.36, 271078231.00, 46.68
India, 30-04-2016, M, 7.79, 276797350.00, 47.80
India, 31-05-2016, M, 8.52, 287522023.00, 49.95
India, 30-06-2016, M, 8.26, 273594738.00, 47.30
India, 31-07-2016, M, 7.22, 271567821.00, 46.34
India, 31-08-2016, M, 8.85, 278415037.00, 48.26
India, 30-09-2016, M, 7.82, 288344900.00, 49.34
India, 31-10-2016, M, 6.29, 282437066.00, 47.44
India, 30-11-2016, M, 5.96, 271624996.00, 45.38
India, 31-12-2016, M, 5.82, 277520085.00, 46.21
India, 31-01-2017, M, 5.11, 281110838.00, 46.37
India, 28-02-2017, M, 4.35, 276714541.00, 45.20
India, 31-03-2017, M, 4.14, 275986233.00, 44.90
India, 30-04-2017, M, 3.72, 275638861.00, 44.56
India, 31-05-2017, M, 3.65, 278531408.00, 44.91
India, 30-06-2017, M, 3.78, 278851268.00, 44.94
India, 31-07-2017, M, 3.01, 274118126.00, 43.74
India, 31-08-2017, M, 3.59, 276842713.00, 44.36
India, 30-09-2017, M, 4.13, 278105422.00, 44.73
India, 31-10-2017, M, 4.52, 275515215.00, 44.41
India, 30-11-2017, M, 4.39, 279695645.00, 44.94
India, 31-12-2017, M, 4.46, 278093653.00, 44.62
India, 31-01-2018, M, 4.43, 277440299.00, 44.42
India, 28-02-2018, M, 5.53, 275326775.00, 44.52
India, 31-03-2018, M, 5.95, 274507610.00, 44.50
India, 30-04-2018, M, 5.29, 274398367.00, 44.09
India, 31-05-2018, M, 4.65, 274810539.00, 43.78
India, 30-06-2018, M, 5.32, 272352767.00, 43.61
India, 31-07-2018, M, 5.42, 272440047.00, 43.59
India, 31-08-2018, M, 6.06, 270256510.00, 43.45
India, 30-09-2018, M, 6.05, 275902531.00, 44.27
India, 31-10-2018, M, 6.69, 267186040.00, 43.08
India, 30-11-2018, M, 6.32, 273676206.00, 43.87
India, 31-12-2018, M, 6.80, 269401503.00, 43.32
India, 31-01-2019, M, 6.05, 277734721.00, 44.22
India, 28-02-2019, M, 6.97, 271009007.00, 43.50
India, 31-03-2019, M, 6.15, 275745758.00, 43.79
India, 30-04-2019, M, 7.25, 272402863.00, 43.69
India, 31-05-2019, M, 6.30, 276818225.00, 43.87
India, 30-06-2019, M, 7.69, 271966809.00, 43.66
India, 31-07-2019, M, 6.90, 276253235.00, 43.89
India, 31-08-2019, M, 7.48, 276404335.00, 44.11
India, 30-09-2019, M, 5.99, 279885439.00, 43.87
India, 31-10-2019, M, 8.02, 275372602.00, 44.03
India, 30-11-2019, M, 6.45, 275871903.00, 43.29
India, 31-12-2019, M, 6.93, 277592371.00, 43.70
India, 31-01-2020, M, 6.06, 283513935.00, 44.14
India, 29-02-2020, M, 7.34, 277210355.00, 43.67
India, 31-03-2020, M, 8.44, 270337539.00, 43.02
India, 30-04-2020, M, 22.89, 197005721.00, 37.15
India, 31-05-2020, M, 21.11, 218999630.00, 40.29
India, 30-06-2020, M, 9.49, 260550873.00, 41.70
India, 31-07-2020, M, 6.51, 272243964.00, 42.11
India, 31-08-2020, M, 7.65, 268720798.00, 41.99
India, 30-09-2020, M, 5.88, 276133697.00, 42.26
India, 31-10-2020, M, 6.95, 273145734.00, 42.20
India, 30-11-2020, M, 6.24, 271616741.00, 41.57
India, 31-12-2020, M, 9.15, 266423907.00, 42.00
India, 31-01-2021, M, 5.81, 277579782.00, 42.13
India, 28-02-2021, M, 6.85, 274511536.00, 42.05
India, 31-03-2021, M, 6.15, 275432124.00, 41.80
India, 30-04-2021, M, 7.13, 268639127.00, 41.12
India, 31-05-2021, M, 10.55, 263231265.00, 41.75
India, 30-06-2021, M, 8.75, 263258125.00, 40.86
India, 31-07-2021, M, 6.34, 276000835.00, 41.65
India, 31-08-2021, M, 7.64, 274200341.00, 41.88
India, 30-09-2021, M, 6.04, 280516304.00, 42.04
India, 31-10-2021, M, 7.91, 274648651.00, 41.92
India, 30-11-2021, M, 6.41, 277389422.00, 41.58
India, 31-12-2021, M, 7.28, 280244643.00, 42.32
India, 31-01-2022, M, 5.83, 277263188.00, 41.14
India, 28-02-2022, M, 8.37, 270818602.00, 41.23
India, 31-03-2022, M, 7.24, 271593608.00, 40.76
India, 30-04-2022, M, 7.18, 276445492.00, 41.39
India, 31-05-2022, M, 6.63, 278317375.00, 41.34
India, 30-06-2022, M, 8.07, 265146773.00, 39.93
India, 31-07-2022, M, 6.17, 271964376.00, 40.05
India, 31-08-2022, M, 7.68, 270392307.00, 40.39
India, 30-09-2022, M, 5.83, 278174535.00, 40.66
India, 31-10-2022, M, 8.19, 270972097.00, 40.55
India, 30-11-2022, M, 7.61, 273556443.00, 40.60
India, 31-12-2022, M, 7.44, 279972958.00, 41.40
India, 31-01-2023, M, 6.48, 280405582.00, 40.95
India, 28-02-2023, M, 7.23, 278384749.00, 40.92
